# Protein-1,# Protein-2
SOCS6,FGR
SOCS6,FYN
SOCS6,JAK1
SOCS6,LCK
SOCS6,LYN
SOCS6,MET
SOCS6,PTK2
SOCS6,SRC
SODD,BAG1
SODD,CASP2
SODD,DAXX
SODD,FADD
SODD,HSPA8
SODD,NFKB1
SODD,NKIRAS2
SODD,PPP2R2A
SODD,PSMD3
SODD,RIPK1
SODD,STUB1
SODD,TRADD
SODD,TRAF2
SOS1,ABL1
SOS1,CRK
SOS1,SHC1
SOS1,SRC
SOS1,STAT3
SOS1,STAT5A
SOS1,SVIL
SOS1,VAV2
SOS1,WASL
SOS2,GRB2
SOS2,GRB7
SOS2,MET
SOS2,SOS1
SOS2,STAT5A
SOS2,WASL
SP1,SPEN
SP1,STAT3
SP1,SUMO2
SPEN,STAT1
SPEN,TCF3
SPRY2,LRP1
SRC,STAT1
SRC,STAT3
SRC,STAT5A
SRC,STAT5B
SRC,VAV2
SRC,WASL
STAMBPL1,CLTC
STAMBPL1,COPS5
STAMBPL1,GRB2
STAMBPL1,SMAD2
STAP1,ABL1
STAP1,LYN
STAP1,PFDN2
STAP1,RUVBL1
STAP1,SRC
STAP1,STAT5A
STAT1,ABL1
STAT1,NCOA3
STAT1,PAPOLA
STAT1,RAC1
STAT1,RAN
STAT1,STAT3
STAT1,STAT5A
STAT1,STAT5B
STAT1,TCF3
STAT1,TP53
STAT2,ABL1
STAT2,CRKL
STAT2,CSK
STAT2,CTBP1
STAT2,FGR
STAT2,FYN
STAT2,GRB2
STAT2,HDAC1
STAT2,HDAC2
STAT2,JAK1
STAT2,KPNA2
STAT2,LCK
STAT2,LYN
STAT2,PTK2
STAT2,SMAD2
STAT2,SMAD3
STAT2,SOCS3
STAT2,SP1
STAT2,SRC
STAT2,STAT1
STAT2,STAT3
STAT2,STAT5A
STAT2,STAT5B
STAT2,TCF3
STAT3,CCND1
STAT3,MYC
STAT3,PIAS3
STAT3,RAC1
STAT5A,NUP153
STAT5A,PAPOLA
STAT5A,RAC1
STAT5A,SHC1
STAT5A,STAT3
STAT5A,STAT5B
STAT5A,TCF3
STAT5A,TGFB1
STAT5A,TP53
STAT5A,TRADD
STAT5A,VAV3
STAT5B,ABL1
STAT5B,NUP153
STAT5B,RAC1
STAT5B,STAT3
STAT5B,TGFB1
STAT5B,TRADD
STAT5B,VAV3
STEP,FYN
STEP,MAPK14
STK11,HGS
STK11,PCAF
STK36,CDK9
STUB1,TGFB1
SUMO1,SMARCA4
SUMO1,SUMO2
SUMO1,ZNF259
SVIL,TRADD
SVIL,WASL
T2BP,DVL2
T2BP,JUN
T2BP,NFKB1
T2BP,SMURF2
T2BP,TRADD
T2BP,TRAF2
T2BP,TRAF3
T2BP,TRAF5
T2BP,TRAF6
TAB1,HIPK2
TAB1,RIPK1
TAB1,TAB2
TAB1,TGFBR1
TAB1,TGFBR2
TAB1,TRADD
TAB1,TRAF2
TAB1,TRAF6
TAB2,HIPK2
TAB2,NCOR1
TAB2,NFKB1
TAB2,NLK
TAB2,RIPK1
TAB2,TGFBR1
TAB2,TGFBR2
TAB2,TRADD
TAB2,TRAF2
TAB2,TRAF6
TAB3,ATF2
TAB3,MAPK14
TAB3,NFKB1
TAB3,PKN1
TAB3,RIPK1
TAB3,TAB1
TAB3,TAB2
TAB3,TRAF2
TAB3,TRAF6
TAK1,NR0B2
TAK1,TAB1
TAK1,TAB2
TAK1,TRAF2
TAK1,TRAF6
TBK1,WASL
TBP,JUN
TBP,JUND
TBP,NCOR1
TBP,PSMC2
TBP,PSMC3
TBP,PSMD4
TBP,RANBP9
TBP,RUVBL1
TBP,SMARCA4
TBP,SMARCB1
TBP,SMARCC2
TBPIP,BRCA1
TBPIP,CCNB2
TBPIP,PSMC3
TCF3,STAT3
TCF3,TCF12
TCF3,TP53
TCF4,ID3
TCF4,TCF12
TCF4,TCF3
TCF8,ZFHX1B
TEC,ABL1
TEC,CRK
TEC,CRKL
TEC,CSK
TEC,EPOR
TEC,ERBB2
TEC,FGR
TEC,FYN
TEC,GRB10
TEC,GRB2
TEC,GRB7
TEC,HSPA8
TEC,JAK1
TEC,KPNA2
TEC,LCK
TEC,LYN
TEC,MET
TEC,NCK2
TEC,PCAF
TEC,PIK3R2
TEC,PLCG1
TEC,PPP2CA
TEC,PRKCA
TEC,PRKCD
TEC,PRKCI
TEC,PTK2
TEC,PTPN12
TEC,RAF1
TEC,SHC1
TEC,SMAD1
TEC,SMAD2
TEC,SMAD3
TEC,SOCS3
TEC,SRC
TEC,STAT1
TEC,STAT3
TEC,STAT5A
TEC,STAT5B
TEC,TGFB1
TEC,WASL
TFDP2,CDC25A
TFDP2,CDC25B
TFDP2,CDC25C
TFIIH,CCNH
TGFB1,RAN
TGFB1,TGFBR1
TGFB1,TGFBR2
TGFB2,TGFBR2
TGFB3,TGFB1
TGFBR1,NUP214
TGFBR1,PRKCI
TGFBR1,RAN
TGFBR1,TGFBR2
TGFBR3,ARRB2
TGFBR3,CD44
TGFBR3,NCOA3
TGFBR3,SDC2
TGFBR3,SMAD2
TGFBR3,SMAD3
TGFBR3,SMAD4
TGFBR3,TGFB1
TGFBR3,TGFBR1
TGFBR3,TGFBR2
TGFBRAP1,NCOR1
TGFBRAP1,SMAD2
TGFBRAP1,SMAD3
TGFBRAP1,SMAD4
TGFBRAP1,TGFB1
TGFBRAP1,TGFBR1
TGFBRAP1,TGFBR2
TGFBRAP1,TGFBR3
TIEG2,FAF1
TIEG2,HDAC6
TIP1,CTNNB1
TIP60,APP
TIP60,FANCD2
TIP60,HDAC1
TIP60,MYC
TIP60,NCOR1
TIP60,NFKB1
TIP60,RUVBL1
TIP60,STAT3
TIP60,TP53
TNAP,DKK1
TNAP,SMAD1
TNAP,TRAF2
TNAP,TRAF3
TNF,TRADD
TNF,WASL
TNFR1,CASP2
TNFR1,CASP3
TNFR1,CASP8
TNFR1,FADD
TNFR1,JAK1
TNFR1,NFKB1
TNFR1,NSMAF
TNFR1,RELA
TNFR1,RIPK1
TNFR1,STAT1
TNFR1,TAB1
TNFR1,TRADD
TNFR1,TRAF2
TNFR1,TRAF3
TNFR1,TRAF5
TNFR1,TRAF6
TNFR2,CSNK1A1
TNFR2,NFKB1
TNFR2,PRKAR2A
TNFR2,RIPK1
TNFR2,STAT1
TNFR2,TRADD
TNFR2,TRAF2
TNIP1,NFKB1
TNK2,BCAR1
TNK2,CDC42
TNK2,CLTC
TNK2,DVL3
TNK2,FYN
TNK2,GRB2
TNK2,RAC1
TNK2,VAV2
TNK2,WASL
TP53,COPS5
TP53,NUP153
TP53,RAN
TP73,CCNB2
TP73,CDC25A
TP73,KPNA2
TP73,SMAD1
TP73,SMAD2
TP73,SMAD3
TP73,SMURF2
TP73,STAT1
TP73,TCF3
TPL2,AKT1
TPL2,AKT2
TPL2,JUN
TPL2,NFKB1
TPL2,NFKB2
TPL2,RELA
TPL2,RIPK1
TPL2,TRAF2
TPL2,TRAF6
TR4,NR0B2
TR4,TAB1
TR4,TAB2
TR4,TRAF2
TR4,TRAF6
TRADD,NFKB2
TRADD,STAT3
TRADD,TRAF2
TRADD,TRAF5
TRAF1,FADD
TRAF1,FYN
TRAF1,PSEN1
TRAF1,RIPK1
TRAF1,SOS1
TRAF1,TRADD
TRAF1,TRAF2
TRAF1,TRAF5
TRAF1,TRAF6
TRAF2,NUP153
TRAF2,TRAF5
TRAF2,WASL
TRAF5,TRAF6
TRAF6,TRAF2
TRAILR1,CASP8
TRAILR1,FADD
TRAILR1,NFKB1
TRAILR1,RIPK1
TRAILR1,TP53
TRAILR1,TRADD
TRIP,CTNNB1
TRIP,ETS1
TRIP,SP1
TRUSS,APH1A
TRUSS,APP
TRUSS,CTNNB1
TRUSS,MYC
TRUSS,NCOR1
TRUSS,PSEN1
TRUSS,PSEN2
TRUSS,RBX1
TRUSS,RIPK1
TRUSS,TRADD
TRUSS,TRAF2
TRUSS,UBE2D1
TVL1,CASP8
TVL1,KRT7
TVL1,MYC
TVL1,NFYA
TVL1,NFYB
TVL1,NFYC
TVL1,RAF1
UBC9,CASP3
UBC9,DSP
UBC9,STAT5A
UBCH5B,CUL1
UBCH5B,RBX1
UBCH5B,STUB1
UBCH5B,SUMO1
UBCH5B,UBE3A
UBCH5C,PFDN2
UBCH5C,PPP2CA
UBCH5C,RAN
UBE3A,HDAC1
UBE3A,MCM7
UBE3A,RBBP7
UBE3A,SAP18
UBE3A,SIN3A
UBE3A,TP53
UBE3A,UBE2D1
UBE3A,UBE2E1
UBE3A,UBE2L3
UNC5CL,NFKB1
UNC5CL,NFKB2
UNC5CL,RELA
USP9,CCND1
USP9,SUMO1
USP9,SUMO2
UXT,RPL4
VANGL2,AXIN1
VANGL2,CALR
VANGL2,CTNNB1
VANGL2,DVL1
VANGL2,DVL2
VANGL2,DVL3
VANGL2,FZD1
VANGL2,FZD7
VANGL2,MAGI3
VANGL2,NKD1
VAV1,ABL1
VAV1,BCAR1
VAV1,CASP3
VAV1,CAV1
VAV1,CRKL
VAV1,CSK
VAV1,EPOR
VAV1,ERBB2
VAV1,FGR
VAV1,FYN
VAV1,GRB10
VAV1,GRB2
VAV1,HSPA8
VAV1,JAK1
VAV1,LCK
VAV1,LYN
VAV1,MET
VAV1,NCK2
VAV1,NRAS
VAV1,PIK3CD
VAV1,PIK3R2
VAV1,PLD2
VAV1,PRKCA
VAV1,PRKCZ
VAV1,PSEN1
VAV1,PTK2
VAV1,RAF1
VAV1,RAN
VAV1,RHOA
VAV1,SOCS3
VAV1,SOCS5
VAV1,SOS1
VAV1,SRC
VAV1,STAT1
VAV1,STAT3
VAV1,STAT5A
VAV1,STAT5B
VAV1,TGFBR1
VAV1,TGFBR2
VAV1,VAV2
VAV1,WASL
VAV2,ABL1
VAV2,WASL
VAV3,WASL
VDR,FOS
VDR,KPNA2
VDR,SMAD1
VDR,SMAD2
VDR,SMAD3
VDR,STAT1
VDR,STAT3
VDR,STAT5A
VDR,STAT5B
VDR,TCF3
VDR,TGFBR1
VIM,PRKAR1A
WASL,ABL1
WASL,CRK
WASL,RAC1
WASL,SHC1
WASL,SNX1
WASL,STAT3
WNT1,FZD4
WNT1,FZD7
WNT1,FZD9
WNT1,SFRP1
WNT4,FZD1
WNT4,FZD4
WNT4,FZD7
WNT4,SFRP1
WNT5A,FZD7
YES,ABL1
YES,CSK
YES,CTNND1
YES,FGR
YES,FYN
YES,GRB7
YES,LCK
YES,LYN
YES,MAPK14
YES,PLCG1
YES,RAC1
YES,SOS1
YES,SRC
YY1,PAPOLA
ZIN,RIPK1
ZIN,STAT3
ZIN,UBE2L3
ZNF216,CDC34
ZNF216,RELA
ZNF216,RIPK1
ZNF216,TRAF6
